;tr0
a0;20:47 18.02
a1;21:19 18.02
a2;21:35 18.02
a3;22:18 18.02
a4;22:50 18.02
a5;23:48 18.02
a6;00:42 19.02
a7;01:03 19.02
a8;01:51 19.02
a9;02:33 19.02
a10;03:32 19.02
a11;04:25 19.02
a12;05:03 19.02
a13;05:35 19.02
a14;06:33 19.02
a15;07:21 19.02
a16;07:53 19.02
a17;08:31 19.02
a18;09:03 19.02
a19;09:40 19.02
a20;10:44 19.02
a21;11:37 19.02
a22;12:09 19.02
a23;12:52 19.02
a24;13:13 19.02
a25;14:01 19.02
a26;14:44 19.02
a27;15:05 19.02
a28;15:37 19.02
a29;16:14 19.02
a30;16:36 19.02
a31;17:34 19.02
a32;17:50 19.02
a33;18:33 19.02
a34;19:37 19.02
a35;20:19 19.02
a36;20:46 19.02
a37;21:18 19.02
a38;22:22 19.02
a39;22:54 19.02


;tr1
a20;19:54 18.02
a21;20:47 18.02
a22;21:19 18.02
a23;22:02 18.02
a24;22:23 18.02
a25;23:11 18.02
a26;23:54 18.02
a27;00:15 19.02
a28;00:47 19.02
a29;01:24 19.02
a30;01:46 19.02
a31;02:44 19.02
a32;03:00 19.02
a33;03:43 19.02
a34;04:47 19.02
a35;05:29 19.02
a36;05:56 19.02
a37;06:28 19.02
a38;07:32 19.02
a39;08:04 19.02
a40;08:52 19.02
a41;09:35 19.02
a42;10:07 19.02
a43;11:10 19.02
a44;12:14 19.02
a45;12:36 19.02
a46;13:08 19.02
a47;13:29 19.02
a48;13:56 19.02
a49;14:22 19.02


;tr10
d20;19:54 18.02
d21;20:47 18.02
d22;21:24 18.02
d23;22:28 18.02
d24;22:55 18.02
d25;23:22 18.02
d26;00:15 19.02
d27;01:19 19.02
d28;01:46 19.02
d29;02:33 19.02
d30;03:37 19.02
d31;04:04 19.02
d32;04:41 19.02
d33;05:45 19.02
d34;06:44 19.02
d35;07:16 19.02
d36;07:59 19.02
d37;09:03 19.02
d38;09:35 19.02
d39;10:23 19.02
d40;11:16 19.02
d41;12:09 19.02
d42;12:41 19.02
d43;13:24 19.02
d44;14:12 19.02
d45;14:54 19.02
d46;15:42 19.02
d47;16:09 19.02
d48;16:46 19.02
d49;17:24 19.02


;tr11
d0;20:20 18.02
d1;20:42 18.02
d2;21:30 18.02
d3;22:07 18.02
d4;22:55 18.02
d5;23:22 18.02
d6;00:20 19.02
d7;00:52 19.02
d8;01:56 19.02
d9;02:33 19.02
d10;02:55 19.02
d11;03:27 19.02


;tr12
a0;23:06 18.02
a1;23:38 18.02
a2;23:54 18.02
a3;00:36 19.02
a4;01:08 19.02
a5;02:07 19.02
a6;03:00 19.02
a7;03:21 19.02
a8;04:09 19.02
a9;04:52 19.02
a10;05:51 19.02
b0;06:44 19.02
b1;07:27 19.02
b2;08:20 19.02
b3;09:13 19.02
b4;10:01 19.02
b5;11:05 19.02
b6;11:53 19.02
b7;12:52 19.02
b8;13:08 19.02
b9;13:50 19.02


;tr13
a0;22:28 18.02
a1;23:00 18.02
a2;23:16 18.02
a3;23:59 18.02
a4;00:31 19.02
a5;01:30 19.02
a6;02:23 19.02
a7;02:44 19.02
a8;03:32 19.02
a9;04:15 19.02
a10;05:13 19.02
a11;06:07 19.02
a12;06:44 19.02
a13;07:16 19.02
a14;08:15 19.02
a15;09:03 19.02
a16;09:35 19.02
a17;10:12 19.02
a18;10:44 19.02
a19;11:21 19.02
a20;12:25 19.02
c0;12:52 19.02
c1;13:13 19.02
c2;14:06 19.02
c3;15:10 19.02
c4;15:32 19.02
c5;16:25 19.02
c6;16:52 19.02


;tr14
a0;19:54 18.02
