;tr0
a0;01:59 19.02
a1;02:58 19.02
a2;03:14 19.02
a3;03:56 19.02
a4;04:18 19.02
a5;04:50 19.02
a6;05:43 19.02
a7;06:26 19.02
a8;06:47 19.02
a9;07:30 19.02


;tr1
a10;20:39 18.02
a11;21:06 18.02
a12;21:43 18.02
a13;22:47 18.02
a14;23:09 18.02
a15;23:35 18.02
a16;00:39 19.02
a17;01:43 19.02
a18;02:21 19.02
a19;02:53 19.02


;tr10
d17;19:19 18.02
d16;20:23 18.02
d15;21:27 18.02
d14;21:43 18.02
d13;21:59 18.02
d12;22:15 18.02
d11;22:31 18.02
d10;23:25 18.02
d9;00:07 19.02
d8;00:55 19.02
d7;01:54 19.02
d6;02:42 19.02


;tr11
d8;19:19 18.02
d7;20:18 18.02
d6;21:06 18.02
d5;21:22 18.02
d4;21:38 18.02
d3;21:54 18.02
d2;22:53 18.02
d1;23:35 18.02


;tr12
a0;03:19 19.02
a1;04:18 19.02
a2;04:34 19.02
a3;05:16 19.02
a4;05:38 19.02
a5;06:10 19.02
b0;06:52 19.02
b1;07:56 19.02


;tr13
a0;22:26 18.02
a1;23:25 18.02
a2;23:41 18.02
a3;00:23 19.02
a4;00:45 19.02
a5;01:17 19.02
a6;02:10 19.02
a7;02:53 19.02
a8;03:14 19.02
a9;03:56 19.02
a10;05:00 19.02
c0;05:22 19.02
c1;05:59 19.02
c2;06:15 19.02
c3;07:08 19.02
c4;07:56 19.02
c5;08:50 19.02
c6;09:22 19.02


;tr14
a0;20:39 18.02
a1;21:38 18.02
a2;21:54 18.02
a3;22:37 18.02
a4;22:58 18.02
a5;23:30 18.02
a6;00:23 19.02
a7;01:06 19.02
a8;01:27 19.02
a9;02:10 19.02
a10;03:14 19.02
a11;03:40 19.02
a12;04:18 19.02
a13;05:22 19.02
a14;05:43 19.02
a15;06:10 19.02
d0;06:36 19.02
d1;07:03 19.02
d2;07:46 19.02
d3;08:44 19.02
d4;09:00 19.02


;tr15
a0;19:19 18.02
a1;20:18 18.02
a2;20:34 18.02
a3;21:17 18.02
a4;21:38 18.02
a5;22:10 18.02
a6;23:03 18.02
a7;23:46 18.02
a8;00:07 19.02
a9;00:50 19.02
a10;01:54 19.02
a11;02:21 19.02
a12;02:58 19.02
a13;04:02 19.02
a14;04:23 19.02
a15;04:50 19.02
a16;05:54 19.02
a17;06:58 19.02
